user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
GlobalPandemic.NET,WORLDWIDE,Breaking News & Critical Information to SURVIVE the Coronavirus Outbreak / Civil Unrest,13/7/2010 21:58,26108,26003,2,FALSE,25/7/2020 12:20,ALERT: Eye Opener: Rep. John Lewis remembered - Global Pandemic News | #Coronavirus #COVID19 #Protests -… https://t.co/D8C1Ps4ebx,"['Coronavirus', 'COVID19', 'Protests']",GlobalPandemic.NET,FALSE
Ari,,1D and VM obsessed. I got sucked back into the twitter hole. 🇮🇹/🇲🇽,18/6/2012 23:56,941,912,18843,FALSE,25/7/2020 12:20,"My uncle just tested positive for #COVID19 , we already lost 3 family members. 

PLEASE wear a mask,social distance. https://t.co/YoXI0LbeLI",['COVID19'],Twitter for iPhone,FALSE
SA HIPHOP RADIO,Ngovhela Mahunguni,"Our app is on Google Play & iTunes 
Itune: https://t.co/5hNTzDvE7W… 
Google Play: https://t.co/EkhwSY2prd… 
web: https://t.co/3KgvPqlvun",10/4/2013 20:52,9616,1873,128,FALSE,25/7/2020 12:20,Venrap Radio Now Playing Venrap Radio by Stay safe during this #COVID19 we love you Download our app or listen on… https://t.co/eQQGBJ8M5E,['COVID19'],Venrap Radio,FALSE
ItMatters,,"#ItMatters is a global network of young people, creatively tackling mental health. Join us! 👊 Insta: @itmattersmh",8/1/2018 15:07,589,157,652,FALSE,25/7/2020 12:20,"“The anxiety surrounding COVID-19 has caused Bipolar and Chron’s Disease to flare up quite badly”

Read more of you… https://t.co/oMFMm4ALPR",,Twitter for iPhone,FALSE
Hindustan Petroleum Corporation Limited,India,Official Twitter handle of Hindustan Petroleum Corporation Limited - A Maharatna Company #DeliveringHappiness,7/2/2010 3:59,152595,1483,37932,TRUE,25/7/2020 12:20,"We Shall Over Come! With victory in our minds in our #FightAgainstCorona, our retail outlets across India are adher… https://t.co/qwNPUCXbxj",['FightAgainstCorona'],Twitter Web App,FALSE
Dr. Mayank Puri,"Chandigarh, India",Chairman - @INCChandigarh Social Media Dept.| Troll Basher | Against Bigots. #Poet #SocialHermit #ProudIndian #Hindu #HumanityFirst - RT not endorsement,11/5/2010 19:00,4774,2436,14421,FALSE,25/7/2020 12:20,"Absolutely NO... If they had, we wouldn't be standing at 3rd position worldwide with more than 12 lakh #COVID19 cas… https://t.co/qxWoJLGCaZ",['COVID19'],Twitter for Android,FALSE
Jim Roberts,"iPhone: 40.751663,-73.989670","Full-time student of the news & long-time follower of the Grateful Dead. Ex-Editor-in-Chief, Cheddar. Ex-NYT, Mashable. Listen to the thunder shout.",29/5/2008 3:01,209711,2391,25853,TRUE,25/7/2020 12:20,"#CORONAVIRUS update 7/25/2020:
*Nearly 40 countries report record single-day increases in infections.
*US records o… https://t.co/PbHPWgfd6U",['CORONAVIRUS'],TweetDeck,FALSE
Johns Hopkins Bloomberg School of Public Health,"Baltimore, MD","@JohnsHopkins Bloomberg School of Public Health.

• https://t.co/hozwHT3GrS 🦠 
• @PublicHealthPod 🎧 
• @GHN_News 📧",26/2/2009 15:22,490216,2553,15578,TRUE,25/7/2020 12:20,"In the US, even those with insurance face possible economic burdens from the pandemic.

Tens of millions of America… https://t.co/Wje81ryIkV",,HeyOrca,FALSE
UAE Forsan,United Arab Emirates 🇦🇪,#UAE 🇦🇪 Forsan is your comprehensive source of accurate information on the United Arab Emirates,24/11/2012 21:19,13083,3,366,TRUE,25/7/2020 12:20,Undercover inspectors are deployed by the @AbuDhabiDED to make sure that all anti- #Covid19 measures are being foll… https://t.co/LNdyGBFXIt,['Covid19'],Hootsuite Inc.,FALSE
Micheal McCool #NativeLivesMatter 🇵🇸,Nth Yorks,Septuagenarian Corbyn supporter. ex-Labour. Unite community. NHS/999 services. Indy Lifeboats. Water Safety. Animal welfare. Homelessness. Human Rights,11/4/2014 18:37,24586,18929,45302,FALSE,25/7/2020 12:20,"Hospital cleaners, porters &amp; catering staff are unsung #COVID19 heroes. Tell @issworld to pay them a fair wage… https://t.co/tSrg8MgqLx",['COVID19'],Hootsuite Inc.,FALSE
Plex Systems,"Troy, MI","Plex Systems, Inc.® delivers the first smart manufacturing platform that empowers the world’s leading innovators to make awesome products.",1/4/2009 14:04,4630,2993,3859,FALSE,25/7/2020 12:20,"#Manufacturing production activity begins to echo 2019 trends, indicating further industry normalization. But will… https://t.co/ZrjOg5KZqN",['Manufacturing'],Hootsuite Inc.,FALSE
Chennai patrika,,,4/9/2010 14:12,843,1144,400,FALSE,25/7/2020 12:20,"#COVIDUpdates: AP records as many as 7,813 new cases in the last 24 hours taking the tally to 88,671. 52 deaths wer… https://t.co/WRxXzhOFVA",['COVIDUpdates'],Twitter for Android,FALSE
CGTN Business,"Beijing, China","Comprehensive economics and business news from CGTN Digital, helps you decipher Chinese economy.",12/11/2019 10:31,301,12,7,FALSE,25/7/2020 12:20,Economies participating in the Asia-Pacific Economic Cooperation (#APEC) reaffirmed the prioritization of economic… https://t.co/fXIWpmUDNl,['APEC'],Twitter Web App,FALSE
BeautifulSkinYourIn,,"Daily Tips from our Nurses, Dietitians, Aestheticians, Fitness & Wellness Gurus, Life Coaches, Financial Experts and more to help create a MORE BEAUTIFUL YOU!",17/11/2016 14:30,2401,3053,69,FALSE,25/7/2020 12:20,"WORLD #NEWS #TODAY SHORTENED FOR BUSY PEOPLE
https://t.co/lcRKTCWIdy

#politics #trump #money #wisdom #leadership… https://t.co/pPWyxba1SF","['NEWS', 'TODAY', 'politics', 'trump', 'money', 'wisdom', 'leadership']",Twitter for Advertisers,FALSE
CGTN,"Beijing, China",#SeeTheDifference with CGTN as we bring you stories from #China and the world,24/1/2013 3:18,13892795,69,104,TRUE,25/7/2020 12:20,"#APEC reaffirms #COVID19 economic recovery priorities, movement of essential goods https://t.co/sWRE9l9Fss","['APEC', 'COVID19']",TweetDeck,FALSE
Mark Goldberg,"Dallas, TX","Neurologist, neuroscientist, professor at UT Southwestern. Helping build the Peter O’Donnell Jr. Brain Institute @UTSWBrain. He/him. Opinions mine.",4/5/2009 1:58,741,376,3944,FALSE,25/7/2020 12:20,"July 25 #covid19 trend report for Dallas TX. DFW covid cases, hospitalizations, deaths, 7-day average.… https://t.co/RztOCAn19h",['covid19'],Twitter Web App,FALSE
Luis M Burgos,"Massachusetts, USA","Human rights advocate, husband, father, #resistor to unfair, inhumane policy. Not left, not right, just correct!",9/2/2009 15:45,1838,2186,8218,FALSE,25/7/2020 12:19,Cautious optimism? Arizona May be plateauing with #COVID19   Potential good news.  https://t.co/j20GOpHK04,['COVID19'],Twitter for iPhone,FALSE
Dr.S,"Washington, DC","Dir., Ronald Walters Leadership & Public Policy Center, Howard U; former Pres. & CEO, CBC Foundation, political scientist, law enf. specialist, women's issues",1/3/2009 1:10,1124,631,8500,FALSE,25/7/2020 12:19,"Want A #COVID19 Test? It’s Much Easier To Get In Wealthier, Whiter Neighborhoods #TestingWhileBlack https://t.co/vCdDRLHFEs","['COVID19', 'TestingWhileBlack']",Twitter Web App,FALSE
Dee Downing,"Sherwood Park, Alberta Canada",Shift supervisor at Common Ground Community Cafe,23/1/2014 2:54,465,458,14970,FALSE,25/7/2020 12:19,@jkenney @AdrianaLaGrange @RachelNotley @shoffmanAB sit in a room together &amp; find a solution please. Parents need y… https://t.co/xqaO5tG5UH,,Twitter for iPhone,FALSE
PD,,Massage therapist and craft beer lover that loves to travel and see the world,26/4/2013 5:03,111,224,4907,FALSE,25/7/2020 12:19,"@WalshFreedom @freddyatton I just realized, if trump &amp; @GOP were to win (God Forbid) and they finally stripped ACA-… https://t.co/gk8AS397q3",,Twitter for iPhone,FALSE
Chetan D Parmar,"London, England",,15/7/2015 19:43,202,148,758,FALSE,25/7/2020 12:19,Pleased to share our interesting results from worldwide survey of impact of #covid19 on bariatric surgery. Need rob… https://t.co/Xru8SrE3BK,['covid19'],Twitter for Android,FALSE
Venture Capital, Global,🙌Thank you to everyone who helps support my research. I appreciate all of you🤗 https://t.co/oYCBn4sMUI,16/9/2008 18:48,45352,33758,73271,FALSE,25/7/2020 12:19,"🤔Remember when Trump told us that one day it would miraculously dissapear⁉️He was talking about your family, friend… https://t.co/mC4BnFqquE",,Twitter for iPhone,FALSE
PCMC,,"Official twitter handle of Pimpri Chinchwad Municipal Corporation
पिंपरी-चिंचवड महानगरपालिकेचे अधिकृत ट्विटर हँडल",31/8/2013 10:07,23322,50,125,FALSE,25/7/2020 12:19,"Hon. Municipal Commissioner, Shravan Hardikar appeals to all patients recovered from #COVID19 to #donate their… https://t.co/DVfM8opTVv","['COVID19', 'donate']",Twitter for Android,FALSE
dea_fear,"Mount Pleasant, WI",,26/12/2017 12:24,534,1294,31385,FALSE,25/7/2020 12:19,"@NBCNews @TODAYshow 6 feet apart, no #masks, indoors. #COVID19 bad examples.
How R U going 2 get the kids 2 wear em… https://t.co/EAD1loS5U7","['masks', 'COVID19']",Twitter Web App,FALSE
Karina Scott,Worldwide,Moral courage is the highest expression of humanity. - Ralph Nader,31/10/2018 17:43,542,2182,826,FALSE,25/7/2020 12:19,"The truth about #COVID19 has to be around here somewhere.

#coronavirus update #SaturdayMorning #saturdayvibes https://t.co/7hiLER0fHc","['COVID19', 'coronavirus', 'SaturdayMorning', 'saturdayvibes']",Twitter Web App,FALSE
ⓋTIGERTIGERⓋ,Planet FAUNA,"#RoyalArsenalFC1886.#BEETHOVEN KnowMuchAbt.NixAndNixAbt.Much.ActiveWilyBrain.AbhorrPC!Unbiased,But,DespiseAnimalAbusersAndMurderers.SadisticHumour.#ANIPAL 😇😈",7/8/2011 0:36,1673,2060,813,FALSE,25/7/2020 12:19,#coronavirusspain #COVID19 Warning! #Spain could once more be a death trap: second spike! #Catalonia #Barcelona has… https://t.co/AUFXd60ns1,"['coronavirusspain', 'COVID19', 'Spain', 'Catalonia', 'Barcelona']",Twitter Web App,FALSE
Terry 😷,United States,*BUILD BACK BETTER*,21/3/2009 16:18,110,449,2533,FALSE,25/7/2020 12:19,"Three Cs is a term I hadn’t heard before. Good advice. 

#GoodAdvice 
#COVID19 https://t.co/ykSvJbILKP","['GoodAdvice', 'COVID19']",Twitter Web App,FALSE
First India,"Jaipur, India",Welcome to the Official Twitter page of First India Newspaper. Follow us for the latest updates. #FirstIndia,4/4/2019 10:16,5706,202,118,FALSE,25/7/2020 12:19,"#Delhi | 1,142 #COVID19 positive cases, 2,137 patients recovered/discharged/migrated and 29 deaths today. There are… https://t.co/Ty7BH1aVgO","['Delhi', 'COVID19']",Twitter Web App,FALSE
Steven Petrow,United States,"Author of 5 books. Known as The Civilist by some. @USAToday columnist. @WashingtonPost contributing writer. @NYTimes, too.",21/9/2009 2:21,4650,1067,3090,FALSE,25/7/2020 12:19,Great to be with @ABC7Robert yesterday on @ABC7GMW #SocialDistancing #BBQ #COVID19 #COVID19 https://t.co/XSi0CvTSga,"['SocialDistancing', 'BBQ', 'COVID19', 'COVID19']",Twitter for iPhone,FALSE
Ismael,"Chicago, IL",@RRCAnational & @USATF Level 1 Coach,7/1/2009 16:51,406,1721,30306,FALSE,25/7/2020 12:19,"Yes!
#WakeUp #COVID19 #Fake #Plandemic #Exosomes #VirusTheory #5G is the real #Virus #SayNoToBillGates… https://t.co/fj9wHAH7IV","['WakeUp', 'COVID19', 'Fake', 'Plandemic', 'Exosomes', 'VirusTheory', '5G', 'Virus', 'SayNoToBillGates']",Twitter for Android,FALSE
NCDC,"Abuja, Nigeria",The official Twitter account of the Nigeria Centre for Disease Control (NCDC) || Social Media Policy: https://t.co/955y1BSUTl,4/3/2016 10:02,1124667,380,2831,TRUE,25/7/2020 12:19,"We are pleased to announce the inclusion of the Virology Laboratory, University of Nigeria Teaching Hospital, Enugu… https://t.co/uxdPxiHN3J",,Twitter for Android,FALSE
Colleen Reynolds,"Halifax, Nova Scotia","Social justice, workers' rights, stuff I find interesting. Feminist. Anti-facist. RT ≠ endorsement #resist",10/11/2010 15:36,2178,3356,4192,FALSE,25/7/2020 12:19,Why are apartment buildings exempt from the mask requirement? It makes no sense. There's probably 300 people in my… https://t.co/pS2nCZdPym,,Twitter for Android,FALSE
Purdue HHS Extension,"West Lafayette, IN","We educate people of all ages in IN on the topics of #food, #family, #money & #health. Opinions expressed here may not represent official views of PU University",2/8/2011 16:44,988,653,3627,FALSE,25/7/2020 12:19,Great tips from our friends at @samhsagov! #COVID19 #InThisTogether https://t.co/BtsiHvnGB3,"['COVID19', 'InThisTogether']",Twitter for iPhone,FALSE
GlobalPandemic.NET,WORLDWIDE,Breaking News & Critical Information to SURVIVE the Coronavirus Outbreak / Civil Unrest,13/7/2010 21:58,26108,26003,2,FALSE,25/7/2020 12:19,"ALERT: Parents decide whether to send kids back to school as
coronavirus spreads faster than ever - Global Pandemic… https://t.co/4xlpmk4Zel",,GlobalPandemic.NET,FALSE
Dheer Vyas,"Cincinnati, OH","Anesthesiologist, Asst Prof @UofCincy  | #GirlDad | Car Enthusiast | Pizza Connoisseur—Views are my own.",22/3/2020 4:52,55,194,167,FALSE,25/7/2020 12:19,"Does a football jersey count? First MD in the NFL, opting out to care for others. #MedBikini #COVID19 @Chiefs… https://t.co/z3JtqQG6HQ","['MedBikini', 'COVID19']",Twitter for iPhone,FALSE
FUTVE English,Arango’s Left Foot,"Exclusive insight & interviews from every angle of Venezuelan football. Covering the leagues, national teams & exports. Home to The Secret Venezuelan Footballer",20/7/2020 16:59,295,0,0,FALSE,25/7/2020 12:19,"“Since everything stopped because of the pandemic, I haven’t had any information from [LALA]. Nobody has contacted… https://t.co/FvHjSj6mMJ",,Twitter for iPhone,FALSE
John Lichtenberger,"Roxbury, NJ","#Christian | #lawyer (Ret.) Tweets on Christianity, law, politics, conservativism, tech, social media. Author/publisher (Ret.) advertising law, #FTC. #MAGA #KAG",5/4/2009 22:31,38301,38729,27463,FALSE,25/7/2020 12:19,Pandemic could push more N. Carolina families to home school | Miami Herald https://t.co/7OhF8j1uMb #homeschooling #COVID19 #coronavirus #NC,"['homeschooling', 'COVID19', 'coronavirus', 'NC']",Twitter Web App,FALSE
Carol Breedlove,"Düsseldorf, Germany",Outdoor learning teacher at the International School of Duesseldorf working with grades 4 & 5. Experienced early years teacher. Passionate about picture books.,7/4/2015 6:15,144,254,898,FALSE,25/7/2020 12:19,This impactful video by a Liv McNeil demonstrates in 3:22 minutes why all students need outdoor learning.… https://t.co/t9j2ao0EVe,,Twitter Web App,FALSE
Rajesh Purohit,India,Entrepreneur,26/5/2009 9:21,38,52,133,FALSE,25/7/2020 12:19,"Government (Tabla player) of most of the countries during #pandemic 
#COVID #COVID19 https://t.co/7Ww1o4IFxL","['pandemic', 'COVID', 'COVID19']",Twitter Web App,FALSE
"Ryan T. Cleary, MD","St Louis, MO","Neurosurgery resident @NeurosurgerySlu | CNS Resident's Committee member | Runner, dog dad, @RedSox diehard | Alumnus @slusom @BostonCollege",20/11/2017 18:48,680,286,176,FALSE,25/7/2020 12:19,"Since everything’s changing with #COVID19, @RedSox can we start playing this version of Sweet Caroline at games? Th… https://t.co/572lQQDwhc",['COVID19'],Twitter for iPhone,FALSE
"Dara Kass, MD","New York, NY","🚺 She, Her, Wife, Mom 🚻 Doctor, Boss, FemInEM, Columbia EM, Yahoo News Medical Contributor #TIMESUPHC: Tweets are my own.",5/8/2012 15:51,43608,1874,35307,TRUE,25/7/2020 12:19,"I use many sources for my #COVID19 guidance. 

I do use the CDC for some things but I have to fact check their sour… https://t.co/ipYUezB7zh",['COVID19'],Twitter for iPhone,FALSE
Samantha Sovereign,Massachusetts ,Truth-Telling Patriot | Spirit-Science Merger | Paradigm-Shifting Permaculturist 🇺🇸❤️🌎,25/2/2019 4:37,177,196,1702,FALSE,25/7/2020 12:18,It so brilliant to see people awake and not accepting the #COVID19 mainstream narrative.,['COVID19'],Twitter for iPhone,FALSE
APO Group English,#AFRICA #MENA,"Latest #Africa & #MENA related #News releases issued by companies, govs, intl orgs, NGOs & #UN #PR FR:@APO_source_fr PT:@APO_source_pt AR:@APO_source_ar",22/2/2011 9:09,10661,6,2037,TRUE,25/7/2020 12:18,"Coronavirus - Kenya: COVID-19 Update (24th July 2020) 

@MOH_Kenya @susan_mochache @MoetiTshidi @WHOAFRO @DrTedros… https://t.co/48HVIXqpYP",,TweetDeck,FALSE
HAMSEY Enterprise,"Lagos, Nigeria",A MAN must ACCEPT his FATE or be DESTROYED by it,1/6/2012 17:37,89,621,485,FALSE,25/7/2020 12:18,#alreadyvideo #RihannaXTiwa #ObasekiFlagsOffToday #COVID19 #TachaDanceChallange #FraudbyQuodjoe #BBNaijia2020… https://t.co/CCUsUOEMsd,"['alreadyvideo', 'RihannaXTiwa', 'ObasekiFlagsOffToday', 'COVID19', 'TachaDanceChallange', 'FraudbyQuodjoe', 'BBNaijia2020']",Twitter for Android,FALSE
"xposure, Photo&Video",Galway,"@xposure101 Great Stories via Photography & Video is what we do for News,Businesses,Corporate and PR sectors, Ireland. xposure.ie Andrew Downes 0876391500",22/1/2014 21:27,1400,2079,3778,FALSE,25/7/2020 12:18,100%  feeling good ! Sounds like a soul song ! #COVID19 https://t.co/E5fp3sIBl5,['COVID19'],Twitter for iPhone,FALSE
EKITI COVID19 UPDATES,"Ekiti, Nigeria",Official Twitter Account of @ekitistategov Task Force on #COVID19 under the leadership of Governor @kfayemi. Follow for updates on responses & Tag for actions!,13/11/2019 12:53,865,3,28,FALSE,25/7/2020 12:18,"EKITI COVID-19 UPDATE: As at 09:00 am on July 25, there are forty-two (42) active cases of #COVID19 in Ekiti State.… https://t.co/qdXGA4fuMD",['COVID19'],Twitter for iPhone,FALSE
Tonymhoon,"Jefferson City, MO",If it is to be it is up to me!,15/12/2018 16:05,16,145,132,FALSE,25/7/2020 12:18,"Are we still doing the travel credit ???
#COVID19 #Stimulus","['COVID19', 'Stimulus']",Twitter for iPhone,FALSE
Scott Petty,"Stillwater, OK","Stillwater Medical— Highland Park Elementary Reading Buddy— Author, Stillwater Strong— OK Music Fan— Choctaw— 👈🏽Pistol Pete Alumni👉🏽",23/9/2012 21:04,522,599,3076,FALSE,25/7/2020 12:18,Thanks ⁦@GovofCO⁩ for stressing personal responsibility with a #facecoveringmandate limiting the spread of #COVID19… https://t.co/yBaJfUNY5W,"['facecoveringmandate', 'COVID19']",Twitter for iPhone,FALSE
Dinabandhu Das,,Nothing is Impossible in This World,11/1/2020 7:19,239,107,628,FALSE,25/7/2020 12:18,"Follow the advisory to fight #COVID19 at your workplace. Your safety is in your hands. Stay alert, stay safe.… https://t.co/qOLYT7XQCD",['COVID19'],Twitter Web App,FALSE
Ty King,"Cairo, Egypt","Riding around leaving scars, collecting my jar of hearts and tearing love apart...",8/2/2020 11:36,719,1034,84,FALSE,25/7/2020 12:18,The #Ukraine's President renewed the invitation to Abdel Fattah al-Sisi to visit Ukraine after #COVID19 is over. Ab… https://t.co/Qni2Z9WjFY,"['Ukraine', 'COVID19']",Twitter Web App,FALSE
SPsofIndia,Bharat,Voluntary platform to celebrate great work being done by #IPS officers / security forces across 🇮🇳. Explore humane face of Indian Security. Join & support,28/5/2018 5:08,2612,311,1652,FALSE,25/7/2020 12:18,"#GoodJobCop #SaturdayMotivation 

DCP Hari Kiran @chennaipolice_ helped Radhe Amma (50), a sanitary worker, get a j… https://t.co/lHaZ5CxhsX","['GoodJobCop', 'SaturdayMotivation']",Twitter Web App,FALSE
Jimbo360,"Florida, USA","Floridian here proudly supporting @realDonaldTrump 
I'm active on Tweeter, FB & Youtube for #Trump2020 Let's make it happen!   #KAG #MAGA",3/5/2019 13:07,56,422,1677,FALSE,25/7/2020 12:18,"Sad Reality: Hundreds of Cars line up drive thru Food Drive in Florida https://t.co/3pQoULuznu  

#COVID19",['COVID19'],Twitter Web App,FALSE
saumen ray,"Salt Lake City, Kolkata, India","Cognitive, Dreamer, Thinker, MS in International Economics and an MBA.Served in Chamber of Commerce & Bank. Keen to Economic & Business Analysis..",6/8/2015 5:59,424,561,19745,FALSE,25/7/2020 12:18,@CPKolkata @KolkataPolice It would be a commendable step taken by the @KolkataPolice personnel in regard to fight a… https://t.co/WQnNLN7CBT,,Twitter Web App,FALSE
Lalyta 💔🇮🇹💔🇧🇴,,"💔🇮🇹 💔🇧🇴 💔🌎
Creative. Storyteller. Researcher. 
Turning over a new leaf and looking forward to both the journey and the destination.",30/5/2014 19:49,199,380,10552,FALSE,25/7/2020 12:18,"""This development is very worrying and will continue to be monitored very closely by the RKI.. A further exacerbati… https://t.co/uDBCgnQIth",,Twitter for iPhone,FALSE
Austeiin 🔞,"Lagos, Nigeria",LIVE||LOVE||LEARN,21/3/2014 6:46,1227,847,32189,FALSE,25/7/2020 12:18,"If this is not AWESOMENESS, I don't know what is👇👇👇

#BBNaijia2020 #RihannaXTiwa #alreadyvideo #COVID19 https://t.co/gUjp3t8OLd","['BBNaijia2020', 'RihannaXTiwa', 'alreadyvideo', 'COVID19']",Twitter for Android,FALSE
Michelle Dunning,"Wales, United Kingdom","Primary Care Service Manager working in North Ceredigion. Bevan Exemplar (VIPAR Project).Tweeting to connect, share and learn. Views my own.",9/1/2018 13:02,543,970,16055,FALSE,25/7/2020 12:18,@BenJamesPhotos A new beginning 6yrs ago.  A wonderful new addition to our family. Marley has brought us all so muc… https://t.co/tlZIstA3xs,,Twitter for Android,FALSE
PTBO_CANADA 🇨🇦,"Peterborough, Canada",News & entertainment worth sharing about #PtboCanada #Kawarthas! #YPQ Facebook https://t.co/mQ63kAdyiC Instagram https://t.co/Y3blU19cRx,21/10/2009 19:32,20721,722,23706,FALSE,25/7/2020 12:18,Drive-through #COVID19 testing hours at the Kinsmen changing on Monday 👉 https://t.co/St5xGZnlIS https://t.co/foVq2iBU2q,['COVID19'],Twitter for iPhone,FALSE
Andrew S. Roe-Crines 🏳️‍🌈 🚴‍♂️,Liverpool | Yorkshire,"Senior Lecturer in British Politics & Postgraduate Research Director @LivUniPol 
Researching political rhetoric/oratory & Parliamentary behaviour",10/3/2009 18:09,3927,3936,2254,FALSE,25/7/2020 12:18,"Even when we have a #COVID19 vaccine, are face coverings here to stay? It feels like a massive shift towards more a… https://t.co/K4K8BqVTZT",['COVID19'],Twitter Web App,FALSE
Wear A. Mask,USA,"I believe true toughness is protecting other people, so I wear a mask to reduce the spread of viruses and bacteria. It's easy and I look tough like a ninja too.",17/5/2020 8:51,6,99,367,FALSE,25/7/2020 12:18,"@LiamMcBaen They say, ""One is the loneliest number,"" anyway. 

#WearAMask #realmenwearmasks #toughguyswearmasks… https://t.co/sPEAaY1LXJ","['WearAMask', 'realmenwearmasks', 'toughguyswearmasks']",Twitter Web App,FALSE
Starvision News,Bahrain,The latest news from GCC and around the world.,21/7/2019 14:38,37,76,0,FALSE,25/7/2020 12:18,"Dr. Ebrahim Janahi, CEO of Tamkeen confirmed that supporting sectors affected by the coronavirus pandemic have reac… https://t.co/l5DZe947SU",,Twitter Web App,FALSE
#Angeneme OUT NOW ON ALL DIGITAL STORES!!!,South Africa,I'm a South African Kwaito/Rap artist|I'm single but emotionally unavailable| My new single #Angeneme is out now,31/5/2010 12:25,1135,895,3,FALSE,25/7/2020 12:18,I hate #Covid19 coz it made me lose the love of my life. The pain is so unbearable yooh🤞🏿. I hope to heal one day🍀🌿… https://t.co/9SIOLgvqeo,['Covid19'],Twitter for Android,FALSE
SM,Sydney & Los Angeles,Lawyer - David Attenborough - Photography - Ocean and Ski - Travel 🌏🦋💙,3/1/2013 9:05,2847,530,98826,FALSE,25/7/2020 12:18,183 coronavirus cases linked to Al-Taqwa College in Melbourne but the commentary is nearly non existent. Imagine th… https://t.co/up6DhfZxo2,,Twitter for iPhone,FALSE
Inves2money,EU,Blogger & SEO #financial #markets #investing #trading #stocks #options #bitcoin #crypto #forex #strategies #MQL #affiliatemarketing #leadgeneration 😀👍,2/4/2016 12:19,286,489,371,FALSE,25/7/2020 12:18,An expert explains: Why it's wrong to talk about a second wave of COVID-19 https://t.co/nFHAIhd9VL #covid19,['covid19'],Paper.li,FALSE
Michael B.,CPT in the Califor I a,"Divorced dad of 2 women! Into M/C riding, technology & music. I'm from that other Spanish state; Colorado! I hold all politician accountable.",27/3/2009 15:47,344,815,2907,FALSE,25/7/2020 12:18,"@mick_inLa Yes, the hoody #TrayvonMartin the mask #COVID19. As far as followers, I don't have any real friends in l… https://t.co/97OH1psSZt","['TrayvonMartin', 'COVID19']",Twitter for Android,FALSE
"Shyam Odeti MD, FAAFP, FHM","Johnson City, TN",Hospitalist and Teacher. Opinions are my own.,19/5/2018 12:48,194,319,990,FALSE,25/7/2020 12:18,Absolutely !! Exceptional situations need extraordinary solutions. We cannot fight the same battle with usual measu… https://t.co/93FjlTofsK,,Twitter for iPhone,FALSE
Grandma Storm,"California, USA",Widow of a USMC VETERAN🌊Bless Our Troops🌊Social Distancing & Masks WORK!🌊#BIDEN2020,27/9/2008 6:02,1002,2148,6630,FALSE,25/7/2020 12:18,"Every time you demonize ""the left, Democrats, liberals"" and people who oppose you...you are REJECTING THE MAJORITY… https://t.co/JC89mIb2Jo",,Twitter for Android,FALSE
Nelson Amaral,"London, England",Consultant Cardiologist @RoyalFreeNHS. Heart Failure - Cardiac Imaging - Perioperative Medicine - Cardiometabolic Medicine. 🏥❤️⚕️🇵🇹🇩🇪🇬🇧🇪🇺,28/9/2013 18:39,294,879,415,FALSE,25/7/2020 12:17,"Help slow the spread of #COVID19 and identify at risk cases sooner by self-reporting your symptoms daily, even if y… https://t.co/u68CCkBZ1p",['COVID19'],Twitter for Android,FALSE
Farah Khan,"Kyrenia, Cyprus",Beauty Blogger | Travel Bug | Make Up,17/4/2020 12:14,230,605,7,FALSE,25/7/2020 12:17,"#COVID19 #testing programme on #Cyprus customer service employees ongoing.

Source: https://t.co/zqOR1zCbmx","['COVID19', 'testing', 'Cyprus']",Twitter Web App,FALSE
Lynn Rousseau-Tuitt,United States,"Followed By No one you know, Freelance Writer / Researcher. whiskey mouth. No Filter. Married. This ain’t a Senior dating site. no dick pics.",21/7/2017 19:59,7258,7899,21187,FALSE,25/7/2020 12:17,"My Late Baby Sister left behind three sons. The eldest, on the far right was just diagnosed with #COVID19. He’s in… https://t.co/3bnCpoWCMI",['COVID19'],Twitter for iPhone,FALSE
ArogyaAndhra,"Amaravathi, Andhra Pradesh","Official COVID-19 Response Handle for AP. 
Official twitter account of Health, Medical & Family Welfare Department, Government of Andhra Pradesh.",20/6/2017 2:57,77119,79,523,TRUE,25/7/2020 12:17,"#COVIDUpdates: #COVID19 cases in the last 24 hours as on 25/07/2020 till 10 AM 
#APFightsCorona #COVID19Pandemic https://t.co/wEfGviENYT","['COVIDUpdates', 'COVID19', 'APFightsCorona', 'COVID19Pandemic']",Twitter Web App,FALSE
holly dunagan,"Minneapolis, MN","Minnesota geek interested in #tech, new media, #journalism, and politics. Tweets en inglés y en español.",9/4/2009 1:13,1779,1831,501,FALSE,25/7/2020 12:17,Remember that nonsense about Obamacare and “death camps?” At least with the GOP in charge of a pandemic you get to… https://t.co/KuPgnbaFGX,,Twitter for iPad,FALSE
Nicehands35,UK,"Relaxing massage, and chatting on cam - join me!? - see link! #massage #sexybum #sensualmassage #sensual #nicebum #sexy #bum #panties #cam #camboy #camguy",15/6/2019 19:03,8,9,59,FALSE,25/7/2020 12:17,"#bbcaq Oh yes, I am sure we will be perfectly happy with self-certification re #distress with #wearingamask #wearamask #viralload #COVID19","['bbcaq', 'distress', 'wearingamask', 'wearamask', 'viralload', 'COVID19']",Twitter Web App,FALSE
Ayush Yadav,,Lawyer | Activist | Explorer,9/1/2020 8:27,26,60,1175,FALSE,25/7/2020 12:17,Students are stressed due to this pandemic and are not mentally prepare to give exams.Moreover they are also going… https://t.co/8pSPqPpJ6A,,Twitter for iPhone,FALSE
